Timestamp;Symbol No 1;Symbol No 2;Symbol No 3;Symbol No 4
1442100;-19312;9732;9732;-19464
1442200;9840;9840;-19680;9796
1442300;9796;-19592;9832;9832
1442400;-19664;9836;9836;-19672
1442500;9872;9872;-19744;9932
1442600;9932;-19864;9912;9912
1442700;-19824;10100;10100;-20200
1442800;10060;10060;-20120;10120
1442900;10120;-20240;10188;10188
1443000;-20376;10172;10172;-20344
1443100;10228;10228;-20456;10296
1443200;10296;-20592;10352;10352
1443300;-20704;10456;10456;-20912
1443400;10392;10392;-20784;10464
1443500;10464;-20928;10384;10384
1443600;-20768;10564;10564;-21128
1443700;10588;10588;-21176;10336
1443800;10336;-20672;10656;10656
1443900;-21312;10788;10788;-21576
1444000;10764;10764;-21528;10760
1444100;10760;-21520;10824;10824
1444200;-21648;10924;10924;-21848
1444300;10940;10940;-21880;10904
1444400;10904;-21808;11020;11020
1444500;-22040;11052;11052;-22104
1444600;10756;10756;-21512;11192
1444700;11192;-22384;11216;11216
1444800;-22432;11256;11256;-22512
1444900;11272;11272;-22544;11368
1445000;11368;-22736;11432;11432
1445100;-22864;11560;11560;-23120
1445200;11520;11520;-23040;11612
1445300;11612;-23224;11280;11280
1445400;-22560;11676;11676;-23352
1445500;11724;11724;-23448;11808
1445600;11808;-23616;11904;11904
1445700;-23808;11932;11932;-23864
1445800;11988;11988;-23976;11968
1445900;11968;-23936;12408;12408
1446000;-24816;12088;12088;-24176
1446100;12180;12180;-24360;12208
1446200;12208;-24416;12384;12384
1446300;-24768;7356;7356;-14712
1446400;2860;2860;-5720;2912
1446500;2912;-5824;3320;3320
1446600;-6640;2900;2900;-5800
1446700;2892;2892;-5784;2888
1446800;2888;-5776;2904;2904
1446900;-5808;2916;2916;-5832
1447000;2948;2948;-5896;2912
1447100;2912;-5824;2880;2880
1447200;-5760;2880;2880;-5760
1447300;2944;2944;-5888;2940
1447400;2940;-5880;2984;2984
1447500;-5968;3044;3044;-6088
1447600;2932;2932;-5864;2940
1447700;2940;-5880;2980;2980
1447800;-5960;2972;2972;-5944
1447900;2988;2988;-5976;3028
1448000;3028;-6056;2928;2928
1448100;-5856;2952;2952;-5904
1448200;2884;2884;-5768;2868
1448300;2868;-5736;2964;2964
1448400;-5928;2828;2828;-5656
1448500;2812;2812;-5624;2804
1448600;2804;-5608;2832;2832
1448700;-5664;2748;2748;-5496
1448800;2724;2724;-5448;2736
1448900;2736;-5472;2728;2728
1449000;-5456;2640;2640;-5280
1449100;2668;2668;-5336;2688
1449200;2688;-5376;2608;2608
1449300;-5216;2584;2584;-5168
1449400;2580;2580;-5160;2552
1449500;2552;-5104;2556;2556
1449600;-5112;2560;2560;-5120
1449700;2572;2572;-5144;2648
1449800;2648;-5296;2696;2696
1449900;-5392;2708;2708;-5416
1450000;2800;2800;-5600;2752
1450100;2752;-5504;2896;2896
1450200;-5792;2840;2840;-5680
1450300;2864;2864;-5728;2908
1450400;2908;-5816;2944;2944
1450500;-5888;2972;2972;-5944
1450600;3036;3036;-6072;3072
1450700;3072;-6144;3136;3136
1450800;-6272;3244;3244;-6488
1450900;3196;3196;-6392;3232
1451000;3232;-6464;3228;3228
1451100;-6456;3272;3272;-6544
1451200;3304;3304;-6608;3268
1451300;3268;-6536;3212;3212
1451400;-6424;3252;3252;-6504
1451500;3232;3232;-6464;3312
1451600;3312;-6624;3228;3228
1451700;-6456;3260;3260;-6520
1451800;3276;3276;-6552;3296
1451900;3296;-6592;3336;3336
1452000;-6672;3364;3364;-6728
1452100;3392;3392;-6784;3408
1452200;3408;-6816;3464;3464
1452300;-6928;3468;3468;-6936
1452400;3596;3596;-7192;3616
1452500;3616;-7232;3788;3788
1452600;-7576;3704;3704;-7408
1452700;3772;3772;-7544;3828
1452800;3828;-7656;3960;3960
1452900;-7920;3960;3960;-7920
1453000;3964;3964;-7928;4000
1453100;4000;-8000;4024;4024
1453200;-8048;4620;4620;-9240
1453300;4120;4120;-8240;4208
1453400;4208;-8416;4240;4240
1453500;-8480;4224;4224;-8448
1453600;4288;4288;-8576;4320
1453700;4320;-8640;4272;4272
1453800;-8544;4324;4324;-8648
1453900;4352;4352;-8704;4436
1454000;4436;-8872;4468;4468
1454100;-8936;4452;4452;-8904
1454200;4484;4484;-8968;4536
1454300;4536;-9072;5148;5148
1454400;-10296;4560;4560;-9120
1454500;4628;4628;-9256;4636
1454600;4636;-9272;4712;4712
1454700;-9424;4812;4812;-9624
1454800;4764;4764;-9528;4844
1454900;4844;-9688;4908;4908
1455000;-9816;4892;4892;-9784
1455100;5028;5028;-10056;5060
1455200;5060;-10120;5188;5188
1455300;-10376;5144;5144;-10288
1455400;5256;5256;-10512;5320
1455500;5320;-10640;5300;5300
1455600;-10600;5380;5380;-10760
1455700;5424;5424;-10848;5468
1455800;5468;-10936;5480;5480
1455900;-10960;5588;5588;-11176
1456000;5636;5636;-11272;5612
1456100;5612;-11224;5688;5688
1456200;-11376;5736;5736;-11472
1456300;5772;5772;-11544;5772
1456400;5772;-11544;5804;5804
1456500;-11608;5816;5816;-11632
1456600;5848;5848;-11696;5880
1456700;5880;-11760;5872;5872
1456800;-11744;5880;5880;-11760
1456900;5916;5916;-11832;5912
1457000;5912;-11824;5956;5956
1457100;-11912;6048;6048;-12096
1457200;6020;6020;-12040;6024
1457300;6024;-12048;6124;6124
1457400;-12248;6076;6076;-12152
1457500;6108;6108;-12216;6112
1457600;6112;-12224;6200;6200
1457700;-12400;6304;6304;-12608
1457800;6340;6340;-12680;6404
1457900;6404;-12808;6472;6472
1458000;-12944;6492;6492;-12984
1458100;6524;6524;-13048;6588
1458200;6588;-13176;6648;6648
1458300;-13296;6692;6692;-13384
1458400;6744;6744;-13488;6796
1458500;6796;-13592;6828;6828
1458600;-13656;6908;6908;-13816
1458700;6956;6956;-13912;7024
1458800;7024;-14048;7064;7064
1458900;-14128;7084;7084;-14168
1459000;7120;7120;-14240;7152
1459100;7152;-14304;7200;7200
1459200;-14400;7228;7228;-14456
1459300;7264;7264;-14528;7328
1459400;7328;-14656;7324;7324
1459500;-14648;7364;7364;-14728
1459600;7380;7380;-14760;7464
1459700;7464;-14928;7456;7456
1459800;-14912;7304;7304;-14608
1459900;7364;7364;-14728;7440
1460000;7440;-14880;7432;7432
1460100;-14864;7456;7456;-14912
1460200;7472;7472;-14944;7452
1460300;7452;-14904;8056;8056
1460400;-16112;7432;7432;-14864
1460500;7388;7388;-14776;7372
1460600;7372;-14744;7380;7380
1460700;-14760;7332;7332;-14664
1460800;7328;7328;-14656;7312
1460900;7312;-14624;7320;7320
1461000;-14640;7228;7228;-14456
1461100;7212;7212;-14424;7204
1461200;7204;-14408;7152;7152
1461300;-14304;7140;7140;-14280
1461400;7104;7104;-14208;7168
1461500;7168;-14336;7088;7088
1461600;-14176;7020;7020;-14040
1461700;6976;6976;-13952;6956
1461800;6956;-13912;6900;6900
1461900;-13800;6908;6908;-13816
1462000;6844;6844;-13688;6796
1462100;6796;-13592;6776;6776
1462200;-13552;6740;6740;-13480
1462300;6724;6724;-13448;6668
1462400;6668;-13336;6624;6624
1462500;-13248;6584;6584;-13168
1462600;6652;6652;-13304;6564
1462700;6564;-13128;6492;6492
1462800;-12984;6484;6484;-12968
1462900;6456;6456;-12912;6520
1463000;6520;-13040;6364;6364
1463100;-12728;6352;6352;-12704
1463200;6304;6304;-12608;6272
1463300;6272;-12544;6340;6340
1463400;-12680;6200;6200;-12400
1463500;6132;6132;-12264;6104
1463600;6104;-12208;6080;6080
1463700;-12160;6068;6068;-12136
1463800;6016;6016;-12032;6200
1463900;6200;-12400;5920;5920
1464000;-11840;5900;5900;-11800
1464100;5880;5880;-11760;5824
1464200;5824;-11648;5736;5736
1464300;-11472;5708;5708;-11416
1464400;5656;5656;-11312;5648
1464500;5648;-11296;5616;5616
1464600;-11232;5580;5580;-11160
1464700;5508;5508;-11016;5488
1464800;5488;-10976;5432;5432
1464900;-10864;5432;5432;-10864
1465000;5360;5360;-10720;5320
1465100;5320;-10640;5272;5272
1465200;-10544;5200;5200;-10400
1465300;5152;5152;-10304;5112
1465400;5112;-10224;5024;5024
1465500;-10048;5092;5092;-10184
1465600;5000;5000;-10000;4956
1465700;4956;-9912;4928;4928
1465800;-9856;4872;4872;-9744
1465900;4848;4848;-9696;4828
1466000;4828;-9656;4748;4748
1466100;-9496;4740;4740;-9480
1466200;4732;4732;-9464;4676
1466300;4676;-9352;4744;4744
1466400;-9488;4764;4764;-9528
1466500;4724;4724;-9448;4648
1466600;4648;-9296;4704;4704
1466700;-9408;4740;4740;-9480
1466800;4720;4720;-9440;4724
1466900;4724;-9448;4756;4756
1467000;-9512;4712;4712;-9424
1467100;4752;4752;-9504;4640
1467200;4640;-9280;4644;4644
1467300;-9288;4640;4640;-9280
1467400;4780;4780;-9560;4608
1467500;4608;-9216;4604;4604
1467600;-9208;4584;4584;-9168
1467700;5064;5064;-10128;4628
1467800;4628;-9256;4528;4528
1467900;-9056;4520;4520;-9040
1468000;4512;4512;-9024;4484
1468100;4484;-8968;4488;4488
1468200;-8976;4556;4556;-9112
1468300;4424;4424;-8848;4460
1468400;4460;-8920;4380;4380
1468500;-8760;4424;4424;-8848
1468600;4400;4400;-8800;4412
1468700;4412;-8824;4468;4468
1468800;-8936;4320;4320;-8640
1468900;4344;4344;-8688;4392
1469000;4392;-8784;4372;4372
1469100;-8744;4304;4304;-8608
1469200;4292;4292;-8584;4256
1469300;4256;-8512;4248;4248
1469400;-8496;4240;4240;-8480
1469500;4796;4796;-9592;4124
1469600;4124;-8248;4140;4140
1469700;-8280;4132;4132;-8264
1469800;4080;4080;-8160;4076
1469900;4076;-8152;4056;4056
1470000;-8112;4084;4084;-8168
1470100;4032;4032;-8064;4008
1470200;4008;-8016;4060;4060
1470300;-8120;3992;3992;-7984
1470400;3932;3932;-7864;4044
1470500;4044;-8088;3904;3904
1470600;-7808;3852;3852;-7704
1470700;3860;3860;-7720;3820
1470800;3820;-7640;3816;3816
1470900;-7632;3772;3772;-7544
1471000;3768;3768;-7536;3704
1471100;3704;-7408;3780;3780
1471200;-7560;3584;3584;-7168
1471300;3604;3604;-7208;3616
1471400;3616;-7232;3516;3516
1471500;-7032;3468;3468;-6936
1471600;3456;3456;-6912;3408
1471700;3408;-6816;3400;3400
1471800;-6800;3340;3340;-6680
1471900;3348;3348;-6696;3264
1472000;3264;-6528;3204;3204
1472100;-6408;3192;3192;-6384
1472200;3216;3216;-6432;3084
1472300;3084;-6168;3072;3072
1472400;-6144;3056;3056;-6112
1472500;2984;2984;-5968;2904
1472600;2904;-5808;2844;2844
1472700;-5688;2860;2860;-5720
1472800;2776;2776;-5552;2704
1472900;2704;-5408;16060;16060
1473000;-32120;18008;18008;29520
1473100;18604;18604;28328;18648
1473200;18648;28240;18636;18636
1473300;28264;18756;18756;28024
1473400;18652;18652;28232;18616
1473500;18616;28304;18612;18612
1473600;28312;18436;18436;28664
1473700;18460;18460;28616;18428
1473800;18428;28680;18372;18372
1473900;28792;18404;18404;28728
1474000;18260;18260;29016;18220
1474100;18220;29096;18092;18092
1474200;29352;18096;18096;29344
1474300;18076;18076;29384;18052
1474400;18052;29432;17932;17932
1474500;29672;17956;17956;29624
1474600;17928;17928;29680;17892
1474700;17892;29752;17912;17912
1474800;29712;17736;17736;30064
1474900;17736;17736;30064;17720
1475000;17720;30096;17644;17644
1475100;30248;17608;17608;30320
1475200;17612;17612;30312;17596
1475300;17596;30344;17560;17560
1475400;30416;17608;17608;30320
1475500;17488;17488;30560;17456
1475600;17456;30624;17432;17432
1475700;30672;17384;17384;30768
1475800;17312;17312;30912;17312
1475900;17312;30912;17248;17248
1476000;31040;17224;17224;31088
1476100;17160;17160;31216;17108
1476200;17108;31320;17124;17124
1476300;31288;17044;17044;31448
1476400;16996;16996;31544;16916
1476500;16916;31704;16880;16880
1476600;31776;16896;16896;31744
1476700;16896;16896;31744;16840
1476800;16840;31856;16992;16992
1476900;31552;16912;16912;31712
1477000;16876;16876;31784;16980
1477100;16980;31576;16720;16720
1477200;32096;16924;16924;31688
1477300;16940;16940;31656;16964
1477400;16964;31608;17012;17012
1477500;31512;16880;16880;31776
1477600;17092;17092;31352;17012
1477700;17012;31512;17048;17048
1477800;31440;17036;17036;31464
1477900;17124;17124;31288;17036
1478000;17036;31464;17044;17044
1478100;31448;17032;17032;31472
1478200;17060;17060;31416;17064
1478300;17064;31408;17008;17008
1478400;31520;16944;16944;31648
1478500;16812;16812;31912;16792
1478600;16792;31952;16656;16656
1478700;32224;16680;16680;32176
1478800;16932;16932;31672;16584
1478900;16584;32368;16552;16552
1479000;32432;16520;16520;32496
1479100;16368;16368;-32736;16200
1479200;16200;-32400;16304;16304
1479300;-32608;16188;16188;-32376
1479400;16180;16180;-32360;16076
1479500;16076;-32152;15972;15972
1479600;-31944;15956;15956;-31912
1479700;15948;15948;-31896;15876
1479800;15876;-31752;15844;15844
1479900;-31688;15800;15800;-31600
1480000;15692;15692;-31384;15648
1480100;15648;-31296;15644;15644
1480200;-31288;15620;15620;-31240
1480300;15528;15528;-31056;15460
1480400;15460;-30920;15476;15476
1480500;-30952;15400;15400;-30800
1480600;15400;15400;-30800;15328
1480700;15328;-30656;15292;15292
1480800;-30584;15240;15240;-30480
1480900;15296;15296;-30592;15204
1481000;15204;-30408;15252;15252
1481100;-30504;15204;15204;-30408
1481200;15272;15272;-30544;15264
1481300;15264;-30528;15392;15392
1481400;-30784;15316;15316;-30632
1481500;15356;15356;-30712;15352
1481600;15352;-30704;15404;15404
1481700;-30808;15380;15380;-30760
1481800;15472;15472;-30944;15500
1481900;15500;-31000;15468;15468
1482000;-30936;15544;15544;-31088
1482100;15648;15648;-31296;15568
1482200;15568;-31136;15608;15608
1482300;-31216;15600;15600;-31200
1482400;15652;15652;-31304;15692
1482500;15692;-31384;15624;15624
1482600;-31248;15704;15704;-31408
1482700;15688;15688;-31376;15704
1482800;15704;-31408;15584;15584
1482900;-31168;15708;15708;-31416
1483000;15732;15732;-31464;15716
1483100;15716;-31432;15780;15780
1483200;-31560;15732;15732;-31464
1483300;15692;15692;-31384;15580
1483400;15580;-31160;15648;15648
1483500;-31296;15676;15676;-31352
1483600;15596;15596;-31192;15652
1483700;15652;-31304;15668;15668
1483800;-31336;15612;15612;-31224
1483900;15576;15576;-31152;15636
1484000;15636;-31272;15628;15628
1484100;-31256;15608;15608;-31216
1484200;15632;15632;-31264;15652
1484300;15652;-31304;15616;15616
1484400;-31232;15612;15612;-31224
1484500;15676;15676;-31352;15696
1484600;15696;-31392;15596;15596
1484700;-31192;15684;15684;-31368
1484800;15592;15592;-31184;15612
1484900;15612;-31224;15592;15592
1485000;-31184;15644;15644;-31288
1485100;15568;15568;-31136;15588
1485200;15588;-31176;15932;15932
1485300;-31864;15584;15584;-31168
1485400;15572;15572;-31144;15528
1485500;15528;-31056;15568;15568
1485600;-31136;15544;15544;-31088
1485700;15536;15536;-31072;15524
1485800;15524;-31048;15532;15532
1485900;-31064;15552;15552;-31104
1486000;15504;15504;-31008;15580
1486100;15580;-31160;15484;15484
1486200;-30968;15536;15536;-31072
1486300;15460;15460;-30920;-8328
1486400;-8328;16656;-5944;-5944
1486500;11888;-5852;-5852;11704
1486600;-5804;-5804;11608;-5824
1486700;-5824;11648;-5792;-5792
1486800;11584;-5800;-5800;11600
1486900;-5804;-5804;11608;-5832
1487000;-5832;11664;-5816;-5816
1487100;11632;-5764;-5764;11528
1487200;-5808;-5808;11616;-5816
1487300;-5816;11632;-5740;-5740
1487400;11480;-5788;-5788;11576
1487500;-5800;-5800;11600;-5812
1487600;-5812;11624;-5776;-5776
1487700;11552;-5804;-5804;11608
1487800;-5776;-5776;11552;-5760
1487900;-5760;11520;-5724;-5724
1488000;11448;-5780;-5780;11560
1488100;-5716;-5716;11432;-5724
1488200;-5724;11448;-5744;-5744
1488300;11488;-5764;-5764;11528
1488400;-5800;-5800;11600;-5808
1488500;-5808;11616;-5664;-5664
1488600;11328;-5796;-5796;11592
1488700;-5800;-5800;11600;-5816
1488800;-5816;11632;-5864;-5864
1488900;11728;-5800;-5800;11600
1489000;-5832;-5832;11664;-5820
1489100;-5820;11640;-5788;-5788
1489200;11576;-5804;-5804;11608
1489300;-5772;-5772;11544;-5836
1489400;-5836;11672;-5840;-5840
1489500;11680;-5984;-5984;11968
1489600;-5848;-5848;11696;-5864
1489700;-5864;11728;-5860;-5860
1489800;11720;-5856;-5856;11712
1489900;-6008;-6008;12016;-5848
1490000;-5848;11696;-5916;-5916
1490100;11832;-5960;-5960;11920
1490200;-6024;-6024;12048;-6064
1490300;-6064;12128;-6032;-6032
1490400;12064;-6084;-6084;12168
1490500;-6120;-6120;12240;-6092
1490600;-6092;12184;-6204;-6204
1490700;12408;-6232;-6232;12464
1490800;-6328;-6328;12656;-6336
1490900;-6336;12672;-6384;-6384
1491000;12768;-6416;-6416;12832
1491100;-6432;-6432;12864;-6500
1491200;-6500;13000;-6508;-6508
1491300;13016;-6524;-6524;13048
1491400;-6556;-6556;13112;-6588
1491500;-6588;13176;-6560;-6560
1491600;13120;-6608;-6608;13216
1491700;-6656;-6656;13312;-6656
1491800;-6656;13312;-6712;-6712
1491900;13424;-6804;-6804;13608
1492000;-6720;-6720;13440;-6736
1492100;-6736;13472;-6820;-6820
1492200;13640;-6888;-6888;13776
1492300;-6880;-6880;13760;-6920
1492400;-6920;13840;-7008;-7008
1492500;14016;-6924;-6924;13848
1492600;-6992;-6992;13984;-7048
1492700;-7048;14096;-7080;-7080
1492800;14160;-7108;-7108;14216
1492900;-7072;-7072;14144;-7100
1493000;-7100;14200;-7164;-7164
1493100;14328;-7212;-7212;14424
1493200;-7320;-7320;14640;-7364
1493300;-7364;14728;-7276;-7276
1493400;14552;-7276;-7276;14552
1493500;-7352;-7352;14704;-7328
1493600;-7328;14656;-7392;-7392
1493700;14784;-7296;-7296;14592
1493800;-7356;-7356;14712;-7388
1493900;-7388;14776;-7364;-7364
1494000;14728;-7408;-7408;14816
1494100;-7512;-7512;15024;-7592
1494200;-7592;15184;-7616;-7616
1494300;15232;-7712;-7712;15424
1494400;-7684;-7684;15368;-7820
1494500;-7820;15640;-7912;-7912
1494600;15824;-7964;-7964;15928
1494700;-8040;-8040;16080;-8052
1494800;-8052;16104;-8108;-8108
1494900;16216;-8188;-8188;16376
1495000;-8316;-8316;16632;-8456
1495100;-8456;16912;-8440;-8440
1495200;16880;-8528;-8528;17056
1495300;-8584;-8584;17168;-8696
1495400;-8696;17392;-8776;-8776
1495500;17552;-8896;-8896;17792
1495600;-8888;-8888;17776;-8968
1495700;-8968;17936;-9044;-9044
1495800;18088;-9188;-9188;18376
1495900;-9132;-9132;18264;-9216
1496000;-9216;18432;-9220;-9220
1496100;18440;-9288;-9288;18576
1496200;-9328;-9328;18656;-9364
1496300;-9364;18728;-9332;-9332
1496400;18664;-9316;-9316;18632
1496500;-9316;-9316;18632;-9272
1496600;-9272;18544;-9264;-9264
1496700;18528;-9212;-9212;18424
1496800;-9156;-9156;18312;-9112
1496900;-9112;18224;-9100;-9100
1497000;18200;-9100;-9100;18200
1497100;-9096;-9096;18192;-9008
1497200;-9008;18016;-9080;-9080
1497300;18160;-9104;-9104;18208
1497400;-9012;-9012;18024;-9064
1497500;-9064;18128;-9112;-9112
1497600;18224;-9188;-9188;18376
1497700;-9100;-9100;18200;-9168
1497800;-9168;18336;-9212;-9212
1497900;18424;-9148;-9148;18296
1498000;-9304;-9304;18608;-9400
1498100;-9400;18800;-9432;-9432
1498200;18864;-9388;-9388;18776
1498300;-9492;-9492;18984;-9440
1498400;-9440;18880;-9500;-9500
1498500;19000;-9568;-9568;19136
1498600;-9588;-9588;19176;-9616
1498700;-9616;19232;-9684;-9684
1498800;19368;-9692;-9692;19384
1498900;-9816;-9816;19632;-9792
1499000;-9792;19584;-9836;-9836
1499100;19672;-9940;-9940;19880
1499200;-9904;-9904;19808;-9968
1499300;-9968;19936;-9952;-9952
1499400;19904;-9992;-9992;19984
1499500;-10020;-10020;20040;-9996
1499600;-9996;19992;-14920;-14920
1499700;29840;-13424;-13424;26848
1499800;-13712;-13712;27424;-13812
1499900;-13812;27624;-13940;-13940
1500000;27880;-13932;-13932;27864
1500100;-14012;-14012;28024;-14040
1500200;-14040;28080;-14664;-14664
1500300;29328;-13980;-13980;27960
1500400;-14024;-14024;28048;-14040
1500500;-14040;28080;-13972;-13972
1500600;27944;-13968;-13968;27936
1500700;-13956;-13956;27912;-13908
1500800;-13908;27816;-13852;-13852
1500900;27704;-13872;-13872;27744
1501000;-13836;-13836;27672;-13840
1501100;-13840;27680;-13840;-13840
1501200;27680;-13816;-13816;27632
1501300;-13804;-13804;27608;-13748
1501400;-13748;27496;-13748;-13748
1501500;27496;-13720;-13720;27440
1501600;-13716;-13716;27432;-13724
1501700;-13724;27448;-13624;-13624
1501800;27248;-13624;-13624;27248
1501900;-13572;-13572;27144;-13892
1502000;-13892;27784;-13572;-13572
1502100;27144;-13504;-13504;27008
1502200;-13500;-13500;27000;-13452
1502300;-13452;26904;-13340;-13340
1502400;26680;-13376;-13376;26752
1502500;-13312;-13312;26624;-13292
1502600;-13292;26584;-13208;-13208
1502700;26416;-13220;-13220;26440
1502800;-13148;-13148;26296;-13176
1502900;-13176;26352;-13092;-13092
1503000;26184;-13064;-13064;26128
1503100;-13056;-13056;26112;-13016
1503200;-13016;26032;-12936;-12936
1503300;25872;-12876;-12876;25752
1503400;-12880;-12880;25760;-12888
1503500;-12888;25776;-12840;-12840
1503600;25680;-12868;-12868;25736
1503700;-12840;-12840;25680;-12700
1503800;-12700;25400;-12728;-12728
1503900;25456;-12708;-12708;25416
1504000;-12644;-12644;25288;-12644
1504100;-12644;25288;-12508;-12508
1504200;25016;-12516;-12516;25032
1504300;-12416;-12416;24832;-12448
1504400;-12448;24896;-12360;-12360
1504500;24720;-12344;-12344;24688
1504600;-12268;-12268;24536;-12256
1504700;-12256;24512;-12164;-12164
1504800;24328;-12152;-12152;24304
1504900;-12140;-12140;24280;-12140
1505000;-12140;24280;-12112;-12112
1505100;24224;-12096;-12096;24192
1505200;-12032;-12032;24064;-12020
1505300;-12020;24040;-12008;-12008
1505400;24016;-12012;-12012;24024
1505500;-12028;-12028;24056;-12076
1505600;-12076;24152;-12016;-12016
1505700;24032;-12028;-12028;24056
1505800;-12080;-12080;24160;-12120
1505900;-12120;24240;-12584;-12584
1506000;25168;-11960;-11960;23920
1506100;-12036;-12036;24072;-12024
1506200;-12024;24048;-12020;-12020
1506300;24040;-12028;-12028;24056
1506400;-11988;-11988;23976;-12024
1506500;-12024;24048;-12040;-12040
1506600;24080;-12012;-12012;24024
1506700;-12084;-12084;24168;-11956
1506800;-11956;23912;-11996;-11996
1506900;23992;-12052;-12052;24104
1507000;-12020;-12020;24040;-12028
1507100;-12028;24056;-12020;-12020
1507200;24040;-12044;-12044;24088
1507300;-12088;-12088;24176;-12020
1507400;-12020;24040;-12664;-12664
1507500;25328;-12036;-12036;24072
1507600;-12040;-12040;24080;-12032
1507700;-12032;24064;-12048;-12048
1507800;24096;-11980;-11980;23960
1507900;-11980;-11980;23960;-11980
1508000;-11980;23960;-12052;-12052
1508100;24104;-11928;-11928;23856
1508200;-11972;-11972;23944;-12012
1508300;-12012;24024;-11952;-11952
1508400;23904;-11988;-11988;23976
1508500;-11928;-11928;23856;-11940
1508600;-11940;23880;-11952;-11952
1508700;23904;-11956;-11956;23912
1508800;-11908;-11908;23816;-11896
1508900;-11896;23792;-11892;-11892
1509000;23784;-11884;-11884;23768
1509100;-11856;-11856;23712;-11836
1509200;-11836;23672;-11780;-11780
1509300;23560;-11888;-11888;23776
1509400;-11816;-11816;23632;-11820
1509500;-11820;23640;-11828;-11828
1509600;23656;-11752;-11752;23504
1509700;-11768;-11768;23536;-11708
1509800;-11708;23416;-11724;-11724
1509900;23448;-11636;-11636;23272
1510000;-11676;-11676;23352;-11692
1510100;-11692;23384;-11780;-11780
1510200;23560;-11616;-11616;23232
1510300;-11636;-11636;23272;-11580
1510400;-11580;23160;-11508;-11508
1510500;23016;-11516;-11516;23032
1510600;-11492;-11492;22984;-11500
1510700;-11500;23000;-11416;-11416
1510800;22832;-11432;-11432;22864
1510900;-11376;-11376;22752;-11292
1511000;-11292;22584;-11328;-11328
1511100;22656;-11236;-11236;22472
1511200;-11192;-11192;22384;-11168
1511300;-11168;22336;-11148;-11148
1511400;22296;-11104;-11104;22208
1511500;-11068;-11068;22136;-11056
1511600;-11056;22112;-11432;-11432
1511700;22864;-10932;-10932;21864
1511800;-10900;-10900;21800;-10936
1511900;-10936;21872;-10764;-10764
1512000;21528;-10800;-10800;21600
1512100;-10824;-10824;21648;-10672
1512200;-10672;21344;-10628;-10628
1512300;21256;-10616;-10616;21232
1512400;-10488;-10488;20976;-10488
1512500;-10488;20976;-10424;-10424
1512600;20848;-10368;-10368;20736
1512700;-10388;-10388;20776;-10304
1512800;-10304;20608;-10328;-10328
1512900;20656;-10484;-10484;20968
1513000;-10180;-10180;20360;-10136
1513100;-10136;20272;7788;7788
1513200;-15576;6820;6820;-13640
1513300;6316;6316;-12632;6028
1513400;6028;-12056;6040;6040
1513500;-12080;6060;6060;-12120
1513600;5952;5952;-11904;6064
1513700;6064;-12128;6156;6156
1513800;-12312;6116;6116;-12232
1513900;6104;6104;-12208;6152
1514000;6152;-12304;6248;6248
1514100;-12496;6324;6324;-12648
1514200;6336;6336;-12672;6344
1514300;6344;-12688;6488;6488
1514400;-12976;6488;6488;-12976
1514500;6632;6632;-13264;6572
1514600;6572;-13144;6636;6636
1514700;-13272;6720;6720;-13440
1514800;6760;6760;-13520;6804
1514900;6804;-13608;6864;6864
1515000;-13728;6940;6940;-13880
1515100;6996;6996;-13992;7036
1515200;7036;-14072;7144;7144
1515300;-14288;7156;7156;-14312
1515400;7236;7236;-14472;7316
1515500;7316;-14632;7316;7316
1515600;-14632;7920;7920;-15840
1515700;7472;7472;-14944;7636
1515800;7636;-15272;7604;7604
1515900;-15208;7688;7688;-15376
1516000;7688;7688;-15376;7820
1516100;7820;-15640;7844;7844
1516200;-15688;7924;7924;-15848
1516300;7924;7924;-15848;8008
1516400;8008;-16016;8096;8096
1516500;-16192;8180;8180;-16360
1516600;8204;8204;-16408;8336
1516700;8336;-16672;8320;8320
1516800;-16640;8584;8584;-17168
1516900;8536;8536;-17072;8640
1517000;8640;-17280;8772;8772
1517100;-17544;8740;8740;-17480
1517200;8832;8832;-17664;8836
1517300;8836;-17672;8828;8828
1517400;-17656;8840;8840;-17680
1517500;8824;8824;-17648;8840
1517600;8840;-17680;8844;8844
1517700;-17688;8868;8868;-17736
1517800;8916;8916;-17832;8908
1517900;8908;-17816;8876;8876
1518000;-17752;8900;8900;-17800
1518100;8916;8916;-17832;8848
1518200;8848;-17696;8856;8856
1518300;-17712;8860;8860;-17720
1518400;8876;8876;-17752;8912
1518500;8912;-17824;8904;8904
1518600;-17808;8640;8640;-17280
1518700;8788;8788;-17576;8980
1518800;8980;-17960;8920;8920
1518900;-17840;8880;8880;-17760
1519000;8868;8868;-17736;8948
1519100;8948;-17896;8876;8876
1519200;-17752;8888;8888;-17776
1519300;8912;8912;-17824;8920
1519400;8920;-17840;8876;8876
1519500;-17752;8872;8872;-17744
1519600;8904;8904;-17808;8908
1519700;8908;-17816;8968;8968
1519800;-17936;8920;8920;-17840
1519900;8928;8928;-17856;8892
1520000;8892;-17784;8920;8920
1520100;-17840;8920;8920;-17840
1520200;8992;8992;-17984;8952
1520300;8952;-17904;9004;9004
1520400;-18008;8876;8876;-17752
1520500;8952;8952;-17904;9024
1520600;9024;-18048;9008;9008
1520700;-18016;8996;8996;-17992
1520800;8980;8980;-17960;8940
1520900;8940;-17880;8996;8996
