Timestamp;Symbol No 1;Symbol No 2;Symbol No 3;Symbol No 4
288900;13192;-6528;-6528;13056
289000;-6544;-6544;13088;-6596
289100;-6596;13192;-6628;-6628
289200;13256;-6652;-6652;13304
289300;-6672;-6672;13344;-6712
289400;-6712;13424;-6756;-6756
289500;13512;-6824;-6824;13648
289600;-6920;-6920;13840;-6828
289700;-6828;13656;-6896;-6896
289800;13792;-6888;-6888;13776
289900;-6924;-6924;13848;-6940
290000;-6940;13880;-6832;-6832
290100;13664;-6940;-6940;13880
290200;-7036;-7036;14072;-7088
290300;-7088;14176;-7112;-7112
290400;14224;-7124;-7124;14248
290500;-7180;-7180;14360;-7252
290600;-7252;14504;-7236;-7236
290700;14472;-7316;-7316;14632
290800;-7344;-7344;14688;-7348
290900;-7348;14696;-7376;-7376
291000;14752;-7348;-7348;14696
291100;-7324;-7324;14648;-7352
291200;-7352;14704;-7348;-7348
291300;14696;-7444;-7444;14888
291400;-7368;-7368;14736;-7360
291500;-7360;14720;-7480;-7480
291600;14960;-7560;-7560;15120
291700;-7604;-7604;15208;-7708
291800;-7708;15416;-7688;-7688
291900;15376;-7728;-7728;15456
292000;-7824;-7824;15648;-7892
292100;-7892;15784;-8428;-8428
292200;16856;-8012;-8012;16024
292300;-8112;-8112;16224;-8208
292400;-8208;16416;-8280;-8280
292500;16560;-8372;-8372;16744
292600;-8472;-8472;16944;-8472
292700;-8472;16944;-8540;-8540
292800;17080;-8608;-8608;17216
292900;-8676;-8676;17352;-8748
293000;-8748;17496;-8812;-8812
293100;17624;-8932;-8932;17864
293200;-9004;-9004;18008;-9212
293300;-9212;18424;-9108;-9108
293400;18216;-9184;-9184;18368
293500;-9256;-9256;18512;-9212
293600;-9212;18424;-9268;-9268
293700;18536;-9320;-9320;18640
293800;-9316;-9316;18632;-9292
293900;-9292;18584;-9276;-9276
294000;18552;-9232;-9232;18464
294100;-9244;-9244;18488;-9196
294200;-9196;18392;-9120;-9120
294300;18240;-9096;-9096;18192
294400;-9128;-9128;18256;-9100
294500;-9100;18200;-9076;-9076
294600;18152;-9024;-9024;18048
294700;-9044;-9044;18088;-9056
294800;-9056;18112;-9024;-9024
294900;18048;-9048;-9048;18096
295000;-9112;-9112;18224;-9100
295100;-9100;18200;-9128;-9128
295200;18256;-9144;-9144;18288
295300;-9140;-9140;18280;-9236
295400;-9236;18472;-9304;-9304
295500;18608;-9288;-9288;18576
295600;-9344;-9344;18688;-9444
295700;-9444;18888;-9412;-9412
295800;18824;-9492;-9492;18984
295900;-9532;-9532;19064;-9572
296000;-9572;19144;-9568;-9568
296100;19136;-9620;-9620;19240
296200;-9680;-9680;19360;-9732
296300;-9732;19464;-9724;-9724
296400;19448;-9784;-9784;19568
296500;-9756;-9756;19512;-9828
296600;-9828;19656;-9876;-9876
296700;19752;-9912;-9912;19824
296800;-9896;-9896;19792;-9920
296900;-9920;19840;-10020;-10020
297000;20040;-9964;-9964;19928
297100;-10032;-10032;20064;-14848
297200;-14848;29696;-13392;-13392
297300;26784;-13660;-13660;27320
297400;-13804;-13804;27608;-13912
297500;-13912;27824;-14000;-14000
297600;28000;-13996;-13996;27992
297700;-14092;-14092;28184;-14028
297800;-14028;28056;-14044;-14044
297900;28088;-14000;-14000;28000
298000;-14012;-14012;28024;-13936
298100;-13936;27872;-13956;-13956
298200;27912;-13948;-13948;27896
298300;-13960;-13960;27920;-13884
298400;-13884;27768;-13860;-13860
298500;27720;-13860;-13860;27720
298600;-13856;-13856;27712;-13864
298700;-13864;27728;-13804;-13804
298800;27608;-13788;-13788;27576
298900;-13756;-13756;27512;-13784
299000;-13784;27568;-13744;-13744
299100;27488;-13664;-13664;27328
299200;-13684;-13684;27368;-13580
299300;-13580;27160;-13592;-13592
299400;27184;-13608;-13608;27216
299500;-13564;-13564;27128;-13624
299600;-13624;27248;-13404;-13404
299700;26808;-13424;-13424;26848
299800;-13492;-13492;26984;-13364
299900;-13364;26728;-13380;-13380
300000;26760;-13260;-13260;26520
300100;-13212;-13212;26424;-13272
300200;-13272;26544;-13212;-13212
300300;26424;-13156;-13156;26312
300400;-13120;-13120;26240;-13096
300500;-13096;26192;-13088;-13088
300600;26176;-13076;-13076;26152
300700;-12936;-12936;25872;-12964
300800;-12964;25928;-12892;-12892
300900;25784;-12848;-12848;25696
301000;-12856;-12856;25712;-12836
301100;-12836;25672;-12792;-12792
301200;25584;-12724;-12724;25448
301300;-12704;-12704;25408;-12704
301400;-12704;25408;-12636;-12636
301500;25272;-12616;-12616;25232
301600;-12572;-12572;25144;-12548
301700;-12548;25096;-12528;-12528
301800;25056;-12520;-12520;25040
301900;-12348;-12348;24696;-12360
302000;-12360;24720;-12344;-12344
302100;24688;-12336;-12336;24672
302200;-12232;-12232;24464;-12240
302300;-12240;24480;-12172;-12172
302400;24344;-12168;-12168;24336
302500;-12108;-12108;24216;-12104
302600;-12104;24208;-12096;-12096
302700;24192;-12092;-12092;24184
302800;-12096;-12096;24192;-11988
302900;-11988;23976;-12040;-12040
303000;24080;-12076;-12076;24152
303100;-12040;-12040;24080;-11984
303200;-11984;23968;-12020;-12020
303300;24040;-12028;-12028;24056
303400;-12024;-12024;24048;-12040
303500;-12040;24080;-12056;-12056
303600;24112;-11980;-11980;23960
303700;-11960;-11960;23920;-12000
303800;-12000;24000;-12036;-12036
303900;24072;-12020;-12020;24040
304000;-11944;-11944;23888;-11976
304100;-11976;23952;-12000;-12000
304200;24000;-12572;-12572;25144
304300;-11956;-11956;23912;-12016
304400;-12016;24032;-12036;-12036
304500;24072;-12040;-12040;24080
304600;-12016;-12016;24032;-12020
304700;-12020;24040;-11976;-11976
304800;23952;-12012;-12012;24024
304900;-11996;-11996;23992;-12016
305000;-12016;24032;-11972;-11972
305100;23944;-11972;-11972;23944
305200;-11992;-11992;23984;-12056
305300;-12056;24112;-12048;-12048
305400;24096;-12036;-12036;24072
305500;-11920;-11920;23840;-11932
305600;-11932;23864;-12000;-12000
305700;24000;-12020;-12020;24040
305800;-11976;-11976;23952;-11932
305900;-11932;23864;-11980;-11980
306000;23960;-11884;-11884;23768
306100;-11912;-11912;23824;-11920
306200;-11920;23840;-11900;-11900
306300;23800;-11904;-11904;23808
306400;-11868;-11868;23736;-11904
306500;-11904;23808;-11892;-11892
306600;23784;-11884;-11884;23768
306700;-11876;-11876;23752;-11744
306800;-11744;23488;-11828;-11828
306900;23656;-11792;-11792;23584
307000;-11828;-11828;23656;-11832
307100;-11832;23664;-11720;-11720
307200;23440;-11696;-11696;23392
307300;-11768;-11768;23536;-11700
307400;-11700;23400;-11648;-11648
307500;23296;-11660;-11660;23320
307600;-11688;-11688;23376;-11648
307700;-11648;23296;-11580;-11580
307800;23160;-11616;-11616;23232
307900;-11636;-11636;23272;-11600
308000;-11600;23200;-11556;-11556
308100;23112;-11524;-11524;23048
308200;-11540;-11540;23080;-11388
308300;-11388;22776;-11412;-11412
308400;22824;-11376;-11376;22752
308500;-11288;-11288;22576;-11264
308600;-11264;22528;-11252;-11252
308700;22504;-11304;-11304;22608
308800;-11160;-11160;22320;-11132
308900;-11132;22264;-11136;-11136
309000;22272;-11036;-11036;22072
309100;-11028;-11028;22056;-10968
309200;-10968;21936;-11008;-11008
309300;22016;-10984;-10984;21968
309400;-10796;-10796;21592;-10812
309500;-10812;21624;-10760;-10760
309600;21520;-10672;-10672;21344
309700;-10692;-10692;21384;-10620
309800;-10620;21240;-10560;-10560
309900;21120;-10508;-10508;21016
310000;-10480;-10480;20960;-10440
310100;-10440;20880;-10376;-10376
310200;20752;-10340;-10340;20680
310300;-10252;-10252;20504;-10232
310400;-10232;20464;-10124;-10124
310500;20248;-10132;-10132;20264
310600;-10132;-10132;20264;7812
310700;7812;-15624;6772;6772
310800;-13544;6268;6268;-12536
310900;6040;6040;-12080;5996
311000;5996;-11992;5948;5948
311100;-11896;5992;5992;-11984
311200;6024;6024;-12048;6116
311300;6116;-12232;6084;6084
311400;-12168;6120;6120;-12240
311500;6168;6168;-12336;6220
311600;6220;-12440;6156;6156
311700;-12312;6380;6380;-12760
311800;6440;6440;-12880;6444
311900;6444;-12888;6560;6560
312000;-13120;6540;6540;-13080
312100;6632;6632;-13264;6696
312200;6696;-13392;6760;6760
312300;-13520;6776;6776;-13552
312400;6824;6824;-13648;6904
312500;6904;-13808;7020;7020
312600;-14040;6936;6936;-13872
312700;7092;7092;-14184;7104
312800;7104;-14208;7220;7220
312900;-14440;7280;7280;-14560
313000;7212;7212;-14424;7384
313100;7384;-14768;7464;7464
313200;-14928;7436;7436;-14872
313300;7584;7584;-15168;7684
313400;7684;-15368;7712;7712
313500;-15424;7840;7840;-15680
313600;7852;7852;-15704;7920
313700;7920;-15840;7968;7968
313800;-15936;8056;8056;-16112
313900;8136;8136;-16272;8156
314000;8156;-16312;8292;8292
314100;-16584;8240;8240;-16480
314200;8372;8372;-16744;8452
314300;8452;-16904;8492;8492
314400;-16984;8572;8572;-17144
314500;8608;8608;-17216;8616
314600;8616;-17232;8732;8732
314700;-17464;8840;8840;-17680
314800;8832;8832;-17664;8844
314900;8844;-17688;8852;8852
315000;-17704;8828;8828;-17656
315100;8872;8872;-17744;8884
315200;8884;-17768;8856;8856
315300;-17712;8864;8864;-17728
315400;8924;8924;-17848;8956
315500;8956;-17912;8836;8836
315600;-17672;8864;8864;-17728
315700;8928;8928;-17856;8828
315800;8828;-17656;8884;8884
315900;-17768;8352;8352;-16704
316000;8916;8916;-17832;8792
316100;8792;-17584;8920;8920
316200;-17840;8876;8876;-17752
316300;8852;8852;-17704;8844
316400;8844;-17688;8880;8880
316500;-17760;8792;8792;-17584
316600;8980;8980;-17960;8872
316700;8872;-17744;8880;8880
316800;-17760;8908;8908;-17816
316900;8860;8860;-17720;8944
317000;8944;-17888;8884;8884
317100;-17768;8924;8924;-17848
317200;8932;8932;-17864;8928
317300;8928;-17856;8952;8952
317400;-17904;8892;8892;-17784
317500;8924;8924;-17848;8936
317600;8936;-17872;8912;8912
317700;-17824;8884;8884;-17768
317800;8920;8920;-17840;8892
317900;8892;-17784;8976;8976
318000;-17952;8868;8868;-17736
318100;8860;8860;-17720;8960
318200;8960;-17920;8996;8996
318300;-17992;8952;8952;-17904
318400;8960;8960;-17920;8424
318500;8424;-16848;8976;8976
318600;-17952;9028;9028;-18056
318700;8988;8988;-17976;9060
318800;9060;-18120;9064;9064
318900;-18128;9108;9108;-18216
319000;9132;9132;-18264;9136
319100;9136;-18272;9204;9204
319200;-18408;9304;9304;-18608
319300;9344;9344;-18688;9400
319400;9400;-18800;9400;9400
319500;-18800;9492;9492;-18984
319600;9496;9496;-18992;9480
319700;9480;-18960;9644;9644
319800;-19288;9668;9668;-19336
319900;9808;9808;-19616;9744
320000;9744;-19488;9828;9828
320100;-19656;9928;9928;-19856
320200;9944;9944;-19888;10016
320300;10016;-20032;9992;9992
320400;-19984;10080;10080;-20160
320500;10020;10020;-20040;10168
320600;10168;-20336;10148;10148
320700;-20296;10224;10224;-20448
320800;10248;10248;-20496;10312
320900;10312;-20624;10564;10564
321000;-21128;10360;10360;-20720
321100;10500;10500;-21000;10536
321200;10536;-21072;10172;10172
321300;-20344;10540;10540;-21080
321400;10600;10600;-21200;10656
321500;10656;-21312;10756;10756
321600;-21512;10620;10620;-21240
321700;10760;10760;-21520;10764
321800;10764;-21528;10876;10876
321900;-21752;10760;10760;-21520
322000;10988;10988;-21976;10960
322100;10960;-21920;11036;11036
322200;-22072;11092;11092;-22184
322300;11452;11452;-22904;11184
322400;11184;-22368;11256;11256
322500;-22512;11176;11176;-22352
322600;11380;11380;-22760;11472
322700;11472;-22944;11472;11472
322800;-22944;11568;11568;-23136
322900;11548;11548;-23096;11652
323000;11652;-23304;11636;11636
323100;-23272;11728;11728;-23456
323200;11724;11724;-23448;11744
323300;11744;-23488;11824;11824
323400;-23648;11912;11912;-23824
323500;11964;11964;-23928;11964
323600;11964;-23928;12044;12044
323700;-24088;12140;12140;-24280
323800;12192;12192;-24384;12272
323900;12272;-24544;12272;12272
324000;-24544;7380;7380;-14760
324100;2876;2876;-5752;2892
324200;2892;-5784;2900;2900
324300;-5800;2908;2908;-5816
324400;2892;2892;-5784;2960
324500;2960;-5920;2904;2904
324600;-5808;2948;2948;-5896
324700;2892;2892;-5784;2924
324800;2924;-5848;2944;2944
324900;-5888;2968;2968;-5936
325000;2964;2964;-5928;2952
325100;2952;-5904;2968;2968
325200;-5936;3020;3020;-6040
325300;2936;2936;-5872;2952
325400;2952;-5904;3056;3056
325500;-6112;2964;2964;-5928
325600;2960;2960;-5920;2964
325700;2964;-5928;2940;2940
325800;-5880;2912;2912;-5824
325900;2912;2912;-5824;2852
326000;2852;-5704;2828;2828
326100;-5656;2796;2796;-5592
326200;2788;2788;-5576;2784
326300;2784;-5568;2720;2720
326400;-5440;2760;2760;-5520
326500;2724;2724;-5448;2748
326600;2748;-5496;2664;2664
326700;-5328;2672;2672;-5344
326800;2644;2644;-5288;2612
326900;2612;-5224;2632;2632
327000;-5264;2560;2560;-5120
327100;2572;2572;-5144;2560
327200;2560;-5120;2540;2540
327300;-5080;2596;2596;-5192
327400;2540;2540;-5080;2648
327500;2648;-5296;2676;2676
327600;-5352;2708;2708;-5416
327700;2772;2772;-5544;2812
327800;2812;-5624;3524;3524
327900;-7048;2860;2860;-5720
328000;2912;2912;-5824;3048
328100;3048;-6096;2988;2988
328200;-5976;3036;3036;-6072
328300;3088;3088;-6176;3056
328400;3056;-6112;3072;3072
328500;-6144;3168;3168;-6336
328600;3196;3196;-6392;3296
328700;3296;-6592;3276;3276
328800;-6552;3280;3280;-6560
328900;3352;3352;-6704;3232
329000;3232;-6464;3260;3260
329100;-6520;3236;3236;-6472
329200;3244;3244;-6488;3272
329300;3272;-6544;3280;3280
329400;-6560;3228;3228;-6456
329500;3244;3244;-6488;3372
329600;3372;-6744;3312;3312
329700;-6624;3416;3416;-6832
329800;3452;3452;-6904;3512
329900;3512;-7024;3628;3628
330000;-7256;3580;3580;-7160
330100;3620;3620;-7240;3636
330200;3636;-7272;3720;3720
330300;-7440;4220;4220;-8440
330400;3776;3776;-7552;3844
330500;3844;-7688;3892;3892
330600;-7784;3920;3920;-7840
330700;3904;3904;-7808;4024
330800;4024;-8048;4068;4068
330900;-8136;4116;4116;-8232
331000;4132;4132;-8264;4180
331100;4180;-8360;4204;4204
331200;-8408;4252;4252;-8504
331300;4248;4248;-8496;4320
331400;4320;-8640;4320;4320
331500;-8640;4368;4368;-8736
331600;4384;4384;-8768;4428
331700;4428;-8856;4500;4500
331800;-9000;4484;4484;-8968
331900;4504;4504;-9008;4552
332000;4552;-9104;4548;4548
332100;-9096;4616;4616;-9232
332200;4680;4680;-9360;4604
332300;4604;-9208;4680;4680
332400;-9360;4752;4752;-9504
332500;4792;4792;-9584;4840
332600;4840;-9680;5396;5396
332700;-10792;4924;4924;-9848
332800;4996;4996;-9992;5064
332900;5064;-10128;5088;5088
333000;-10176;5148;5148;-10296
333100;5220;5220;-10440;5228
333200;5228;-10456;5324;5324
333300;-10648;5432;5432;-10864
333400;5444;5444;-10888;5420
333500;5420;-10840;5576;5576
333600;-11152;5604;5604;-11208
333700;5652;5652;-11304;5660
333800;5660;-11320;5704;5704
333900;-11408;5724;5724;-11448
334000;5736;5736;-11472;5760
334100;5760;-11520;5788;5788
334200;-11576;5828;5828;-11656
334300;5840;5840;-11680;5876
334400;5876;-11752;5852;5852
334500;-11704;5892;5892;-11784
334600;5992;5992;-11984;5928
334700;5928;-11856;5968;5968
334800;-11936;5988;5988;-11976
334900;6044;6044;-12088;6168
335000;6168;-12336;6088;6088
335100;-12176;6092;6092;-12184
335200;6184;6184;-12368;6244
335300;6244;-12488;6288;6288
335400;-12576;6360;6360;-12720
335500;6396;6396;-12792;6420
335600;6420;-12840;6484;6484
335700;-12968;6508;6508;-13016
335800;6568;6568;-13136;6596
335900;6596;-13192;6596;6596
336000;-13192;6672;6672;-13344
336100;6752;6752;-13504;6816
336200;6816;-13632;6864;6864
336300;-13728;6952;6952;-13904
336400;7096;7096;-14192;7016
336500;7016;-14032;7032;7032
336600;-14064;7100;7100;-14200
336700;7164;7164;-14328;7160
336800;7160;-14320;7220;7220
336900;-14440;7296;7296;-14592
337000;7344;7344;-14688;7368
337100;7368;-14736;7360;7360
337200;-14720;7412;7412;-14824
337300;7420;7420;-14840;7460
337400;7460;-14920;7488;7488
337500;-14976;7272;7272;-14544
337600;7384;7384;-14768;7392
337700;7392;-14784;8112;8112
337800;-16224;7452;7452;-14904
337900;7452;7452;-14904;7460
338000;7460;-14920;7492;7492
338100;-14984;7448;7448;-14896
338200;7388;7388;-14776;7356
338300;7356;-14712;7388;7388
338400;-14776;7380;7380;-14760
338500;7400;7400;-14800;7288
338600;7288;-14576;7288;7288
338700;-14576;7368;7368;-14736
338800;7196;7196;-14392;7160
338900;7160;-14320;7100;7100
339000;-14200;7116;7116;-14232
339100;7072;7072;-14144;7088
339200;7088;-14176;7052;7052
339300;-14104;7084;7084;-14168
339400;6992;6992;-13984;7012
339500;7012;-14024;6888;6888
339600;-13776;6900;6900;-13800
339700;6972;6972;-13944;6796
339800;6796;-13592;6780;6780
339900;-13560;7120;7120;-14240
340000;6720;6720;-13440;6708
340100;6708;-13416;6620;6620
340200;-13240;6620;6620;-13240
340300;6600;6600;-13200;6616
340400;6616;-13232;6496;6496
340500;-12992;6464;6464;-12928
340600;6492;6492;-12984;6396
340700;6396;-12792;6324;6324
340800;-12648;6376;6376;-12752
340900;6296;6296;-12592;6284
341000;6284;-12568;6312;6312
341100;-12624;6188;6188;-12376
341200;6148;6148;-12296;6124
341300;6124;-12248;6048;6048
341400;-12096;6068;6068;-12136
341500;5992;5992;-11984;6044
341600;6044;-12088;5940;5940
341700;-11880;5900;5900;-11800
341800;5888;5888;-11776;5816
341900;5816;-11632;5776;5776
342000;-11552;5700;5700;-11400
342100;5708;5708;-11416;5816
342200;5816;-11632;5608;5608
342300;-11216;5556;5556;-11112
342400;5552;5552;-11104;5416
342500;5416;-10832;5412;5412
342600;-10824;5344;5344;-10688
342700;5300;5300;-10600;5292
342800;5292;-10584;5236;5236
342900;-10472;5188;5188;-10376
343000;5280;5280;-10560;5124
343100;5124;-10248;5068;5068
343200;-10136;5016;5016;-10032
343300;5028;5028;-10056;4932
343400;4932;-9864;4876;4876
343500;-9752;4864;4864;-9728
343600;5188;5188;-10376;4740
343700;4740;-9480;4804;4804
343800;-9608;4756;4756;-9512
343900;4764;4764;-9528;4760
344000;4760;-9520;4756;4756
344100;-9512;4740;4740;-9480
344200;4716;4716;-9432;4760
344300;4760;-9520;4832;4832
344400;-9664;4744;4744;-9488
344500;4720;4720;-9440;4776
344600;4776;-9552;4692;4692
344700;-9384;4704;4704;-9408
344800;4704;4704;-9408;4708
344900;4708;-9416;4728;4728
345000;-9456;4744;4744;-9488
345100;4680;4680;-9360;4636
345200;4636;-9272;4628;4628
345300;-9256;4624;4624;-9248
345400;4624;4624;-9248;4600
345500;4600;-9200;4548;4548
345600;-9096;4536;4536;-9072
345700;4508;4508;-9016;4524
345800;4524;-9048;4532;4532
345900;-9064;4472;4472;-8944
346000;4464;4464;-8928;4444
346100;4444;-8888;4480;4480
346200;-8960;4572;4572;-9144
346300;4424;4424;-8848;4372
346400;4372;-8744;4392;4392
346500;-8784;4348;4348;-8696
346600;4332;4332;-8664;4356
346700;4356;-8712;4336;4336
346800;-8672;4284;4284;-8568
346900;4256;4256;-8512;4264
347000;4264;-8528;4264;4264
347100;-8528;4272;4272;-8544
347200;4212;4212;-8424;4108
347300;4108;-8216;4108;4108
347400;-8216;4112;4112;-8224
347500;4164;4164;-8328;4104
347600;4104;-8208;4064;4064
347700;-8128;4036;4036;-8072
347800;4052;4052;-8104;4044
347900;4044;-8088;4036;4036
348000;-8072;4004;4004;-8008
348100;3992;3992;-7984;3948
348200;3948;-7896;3916;3916
348300;-7832;3880;3880;-7760
348400;3932;3932;-7864;3860
348500;3860;-7720;3784;3784
348600;-7568;3776;3776;-7552
348700;3744;3744;-7488;3776
348800;3776;-7552;3632;3632
348900;-7264;3672;3672;-7344
349000;3636;3636;-7272;3984
349100;3984;-7968;3492;3492
349200;-6984;3476;3476;-6952
349300;3444;3444;-6888;3436
349400;3436;-6872;3400;3400
349500;-6800;3336;3336;-6672
349600;3272;3272;-6544;3240
349700;3240;-6480;3212;3212
349800;-6424;3128;3128;-6256
349900;3124;3124;-6248;3108
350000;3108;-6216;3068;3068
350100;-6136;3028;3028;-6056
350200;2948;2948;-5896;2916
350300;2916;-5832;2888;2888
350400;-5776;2868;2868;-5736
350500;2752;2752;-5504;2732
350600;2732;-5464;16068;16068
350700;-32136;17964;17964;29608
350800;18508;18508;28520;18600
350900;18600;28336;18668;18668
351000;28200;18640;18640;28256
351100;18604;18604;28328;18536
351200;18536;28464;18504;18504
351300;28528;18504;18504;28528
351400;18352;18352;28832;18408
351500;18408;28720;18308;18308
351600;28920;18356;18356;28824
351700;18244;18244;29048;18188
351800;18188;29160;18144;18144
351900;29248;18196;18196;29144
352000;18056;18056;29424;18020
352100;18020;29496;17984;17984
352200;29568;17984;17984;29568
352300;17852;17852;29832;17860
352400;17860;29816;17844;17844
352500;29848;17752;17752;30032
352600;17780;17780;29976;17920
352700;17920;29696;17616;17616
352800;30304;17584;17584;30368
352900;17548;17548;30440;17600
353000;17600;30336;17484;17484
353100;30568;17476;17476;30584
353200;17516;17516;30504;17396
353300;17396;30744;17096;17096
353400;31344;17276;17276;30984
353500;17288;17288;30960;17232
353600;17232;31072;17288;17288
353700;30960;17268;17268;31000
353800;17084;17084;31368;17088
353900;17088;31360;17064;17064
354000;31408;17096;17096;31344
354100;17008;17008;31520;16904
354200;16904;31728;16936;16936
354300;31664;16864;16864;31808
354400;16872;16872;31792;16880
354500;16880;31776;16868;16868
354600;31800;16888;16888;31760
354700;16924;16924;31688;16984
354800;16984;31568;16876;16876
354900;31784;16988;16988;31560
355000;16988;16988;31560;16976
355100;16976;31584;16992;16992
355200;31552;16960;16960;31616
355300;17032;17032;31472;17028
355400;17028;31480;17048;17048
355500;31440;17088;17088;31360
355600;17052;17052;31432;17128
355700;17128;31280;17044;17044
355800;31448;17048;17048;31440
355900;17028;17028;31480;17016
356000;17016;31504;16936;16936
356100;31664;16908;16908;31720
356200;16872;16872;31792;16736
356300;16736;32064;16772;16772
356400;31992;16640;16640;32256
356500;16584;16584;32368;16484
356600;16484;32568;16508;16508
356700;32520;16368;16368;-32736
356800;16296;16296;-32592;16196
356900;16196;-32392;16300;16300
357000;-32600;16176;16176;-32352
357100;16160;16160;-32320;16104
357200;16104;-32208;16416;16416
357300;32704;16000;16000;-32000
357400;15992;15992;-31984;15828
357500;15828;-31656;16184;16184
357600;-32368;15776;15776;-31552
357700;15768;15768;-31536;15728
357800;15728;-31456;15672;15672
357900;-31344;15648;15648;-31296
358000;15564;15564;-31128;15452
358100;15452;-30904;15492;15492
358200;-30984;15424;15424;-30848
358300;15324;15324;-30648;15352
358400;15352;-30704;15260;15260
358500;-30520;15196;15196;-30392
358600;15232;15232;-30464;15220
358700;15220;-30440;15216;15216
358800;-30432;15252;15252;-30504
358900;15356;15356;-30712;15240
359000;15240;-30480;15304;15304
359100;-30608;15316;15316;-30632
359200;15312;15312;-30624;15452
359300;15452;-30904;15380;15380
359400;-30760;15420;15420;-30840
359500;15464;15464;-30928;15500
359600;15500;-31000;15500;15500
359700;-31000;15428;15428;-30856
359800;15524;15524;-31048;15548
359900;15548;-31096;15560;15560
360000;-31120;15660;15660;-31320
360100;15668;15668;-31336;15624
360200;15624;-31248;15640;15640
360300;-31280;15684;15684;-31368
360400;15660;15660;-31320;15732
360500;15732;-31464;15716;15716
360600;-31432;15720;15720;-31440
360700;15692;15692;-31384;15668
360800;15668;-31336;15680;15680
360900;-31360;15716;15716;-31432
361000;15672;15672;-31344;15276
361100;15276;-30552;15648;15648
361200;-31296;15680;15680;-31360
361300;15644;15644;-31288;15668
361400;15668;-31336;15808;15808
361500;-31616;15664;15664;-31328
361600;15652;15652;-31304;15680
361700;15680;-31360;15680;15680
361800;-31360;15660;15660;-31320
361900;15628;15628;-31256;15632
362000;15632;-31264;15644;15644
362100;-31288;15604;15604;-31208
362200;15468;15468;-30936;15624
362300;15624;-31248;15640;15640
362400;-31280;15560;15560;-31120
362500;15572;15572;-31144;15656
362600;15656;-31312;15592;15592
362700;-31184;15588;15588;-31176
362800;15592;15592;-31184;15588
362900;15588;-31176;15824;15824
363000;-31648;15556;15556;-31112
363100;15516;15516;-31032;15632
363200;15632;-31264;15584;15584
363300;-31168;15496;15496;-30992
363400;15556;15556;-31112;15500
363500;15500;-31000;15576;15576
363600;-31152;15536;15536;-31072
363700;15580;15580;-31160;15540
363800;15540;-31080;15560;15560
363900;-31120;15540;15540;-31080
364000;-8308;-8308;16616;-5968
364100;-5968;11936;-5856;-5856
364200;11712;-5868;-5868;11736
364300;-5804;-5804;11608;-5812
364400;-5812;11624;-5804;-5804
364500;11608;-5836;-5836;11672
364600;-5756;-5756;11512;-5816
364700;-5816;11632;-5808;-5808
364800;11616;-5800;-5800;11600
364900;-5760;-5760;11520;-5788
365000;-5788;11576;-5804;-5804
365100;11608;-5748;-5748;11496
365200;-5776;-5776;11552;-5776
365300;-5776;11552;-5800;-5800
365400;11600;-5844;-5844;11688
365500;-5800;-5800;11600;-5800
365600;-5800;11600;-5804;-5804
365700;11608;-5784;-5784;11568
365800;-5748;-5748;11496;-5760
365900;-5760;11520;-5796;-5796
366000;11592;-5732;-5732;11464
366100;-5764;-5764;11528;-5836
366200;-5836;11672;-5748;-5748
366300;11496;-5800;-5800;11600
366400;-5832;-5832;11664;-5756
366500;-5756;11512;-5788;-5788
366600;11576;-5848;-5848;11696
366700;-5776;-5776;11552;-5820
366800;-5820;11640;-5808;-5808
366900;11616;-5796;-5796;11592
367000;-5796;-5796;11592;-5848
367100;-5848;11696;-5832;-5832
367200;11664;-5832;-5832;11664
367300;-5848;-5848;11696;-5900
367400;-5900;11800;-5844;-5844
367500;11688;-5892;-5892;11784
367600;-5916;-5916;11832;-5864
367700;-5864;11728;-5928;-5928
367800;11856;-5980;-5980;11960
367900;-5968;-5968;11936;-6040
368000;-6040;12080;-6072;-6072
368100;12144;-6048;-6048;12096
368200;-6100;-6100;12200;-6176
368300;-6176;12352;-6340;-6340
368400;12680;-6272;-6272;12544
368500;-6284;-6284;12568;-6320
368600;-6320;12640;-6352;-6352
368700;12704;-6456;-6456;12912
368800;-6412;-6412;12824;-6512
368900;-6512;13024;-6540;-6540
369000;13080;-6596;-6596;13192
369100;-6564;-6564;13128;-6612
369200;-6612;13224;-6640;-6640
369300;13280;-6676;-6676;13352
369400;-6700;-6700;13400;-6672
369500;-6672;13344;-6764;-6764
369600;13528;-6720;-6720;13440
369700;-6824;-6824;13648;-6852
369800;-6852;13704;-6916;-6916
369900;13832;-6828;-6828;13656
370000;-6924;-6924;13848;-6956
370100;-6956;13912;-6980;-6980
370200;13960;-6944;-6944;13888
370300;-6972;-6972;13944;-7004
370400;-7004;14008;-7040;-7040
370500;14080;-7084;-7084;14168
370600;-7128;-7128;14256;-7152
370700;-7152;14304;-7280;-7280
370800;14560;-7216;-7216;14432
370900;-7280;-7280;14560;-7324
371000;-7324;14648;-7384;-7384
371100;14768;-7300;-7300;14600
371200;-7336;-7336;14672;-7276
371300;-7276;14552;-7348;-7348
371400;14696;-7304;-7304;14608
371500;-7356;-7356;14712;-7412
371600;-7412;14824;-7444;-7444
371700;14888;-7536;-7536;15072
371800;-7480;-7480;14960;-7524
371900;-7524;15048;-7604;-7604
372000;15208;-7664;-7664;15328
372100;-7804;-7804;15608;-7832
372200;-7832;15664;-7896;-7896
372300;15792;-7964;-7964;15928
