0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00
1.250049773763160788e-02,   1.249503200047901059e-02,   1.249488822981426051e-02,   1.249563800841417202e-02,   1.249871918485334285e-02,   1.250290347460498649e-02,   1.250860971291587603e-02,   1.251531496284198283e-02,   1.251590511468820936e-02,   1.251879865725942682e-02,   1.252188660945701207e-02,   1.252528873564074004e-02,   1.252903967722116332e-02,   1.253484482536051069e-02,   1.254026502365951888e-02,   1.254613672767038689e-02,   1.256988927648383832e-02,   1.258100156092050066e-02,   1.259285192950201741e-02,   1.260544351410453588e-02,   1.261878078527990318e-02,   1.263286938414423521e-02,   1.264771598963851384e-02,   1.266332821317304666e-02,   1.267971451123443491e-02,   1.269688410920129587e-02,   1.271484693316139898e-02,   1.273361355041443752e-02,   1.275319512343025402e-02,   1.277360338601181075e-02,   1.279485065454592611e-02,   1.281694989012129027e-02,   1.283991482921865122e-02,   1.286376019922147104e-02,   1.288850202925327128e-02,   1.291415805249847802e-02,   1.294074787388737983e-02,   1.296829448065273463e-02,   1.299682357687214143e-02,   1.302635736433159150e-02,   1.305691501676914910e-02,   1.308850857154069021e-02,   1.312113651482318781e-02,   1.315477444424244767e-02,   1.318936256621880063e-02,   1.322643534085161422e-02,   1.326395893442531768e-02,   1.330279179119805803e-02,   1.334298818698567354e-02,   1.338460673114095362e-02,   1.342771051669608938e-02,   1.347236736090079955e-02,   1.351865015853399334e-02,   1.356674157436630473e-02,   1.361655862800832152e-02,   1.366825584899908699e-02,   1.372191894953044521e-02,   1.377763196523661138e-02,   1.383547385990357460e-02,   1.389551396823463826e-02,   1.395780603471756358e-02,   1.402238061190907471e-02,   1.408923563368152596e-02,   1.415832510883351276e-02,   1.422954613319548679e-02,   1.430272484708534041e-02,   1.437760262059422332e-02,   1.445382464287560745e-02,   1.453034588809271749e-02,   1.461482583029007423e-02,   1.468545214213723069e-02,   1.476156407689649744e-02,   1.483620799814477226e-02,   1.490911757909620279e-02,   1.498034616437760209e-02,   1.505033617603038741e-02,   1.511994851779699042e-02,   1.519044246877094412e-02,   1.526314641347455842e-02,   1.533979844176652958e-02,   1.542218949561955862e-02,   1.551280694028195871e-02,   1.561330580320275004e-02,   1.572511040550258685e-02,   1.584948470010842311e-02,   1.598761707875560184e-02,   1.614066006244893256e-02,   1.630978820310826499e-02,   1.649627550387016903e-02,   1.670158974679610692e-02,   1.692750903512562147e-02,   1.717627460348393129e-02,   1.745080197821483048e-02,   1.775498925780206322e-02,   1.809419164742791242e-02,   1.847598742615892339e-02,   1.891147796518067095e-02,   1.941763302685901166e-02,   2.002184806141822648e-02,   2.077252646648402104e-02
5.000199095052643150e-02,   4.996527063580948752e-02,   4.996594330908246673e-02,   4.996965012229467873e-02,   4.999585456234360847e-02,   5.000156267766982937e-02,   5.002037821341129287e-02,   5.006733741343596944e-02,   5.005588491568108839e-02,   5.006875705158868317e-02,   5.008149440395234797e-02,   5.009528668234832643e-02,   5.010420790986981621e-02,   5.012431564261415895e-02,   5.014615102531537472e-02,   5.016978151462263974e-02,   5.019527145425093512e-02,   5.022268543780265132e-02,   5.031951332802243188e-02,   5.036969243212396918e-02,   5.042301887108593950e-02,   5.047949799463050807e-02,   5.053914045802024996e-02,   5.060196247870600572e-02,   5.066798543100969193e-02,   5.073723530160745981e-02,   5.080974215227183899e-02,   5.088553964097721621e-02,   5.096466463526395235e-02,   5.104715695649432450e-02,   5.113305930452260312e-02,   5.122241742573767354e-02,   5.131528059114263962e-02,   5.141170244618632756e-02,   5.151174226578185411e-02,   5.161546658641858604e-02,   5.172294892862414756e-02,   5.183428027521978093e-02,   5.194955837599522092e-02,   5.206886779744805682e-02,   5.219227990554648616e-02,   5.231983543057656949e-02,   5.245151744120373632e-02,   5.258721236871497645e-02,   5.272665851135982518e-02,   5.287624676572461047e-02,   5.302750796730067162e-02,   5.318398706030569301e-02,   5.334589683481999467e-02,   5.351346739830598054e-02,   5.368694689929689318e-02,   5.386660267069662972e-02,   5.405272279382013212e-02,   5.424606070477847736e-02,   5.444623497315314448e-02,   5.465387984238147256e-02,   5.486933448575460198e-02,   5.509293146228299437e-02,   5.532498315149300683e-02,   5.556576354943361384e-02,   5.581548446013965409e-02,   5.607426514282195379e-02,   5.634209468985398872e-02,   5.661878692912071520e-02,   5.690392866613169787e-02,   5.719682379622619689e-02,   5.749643776600271011e-02,   5.780135555552623483e-02,   5.810714878605270639e-02,   5.845091573609570434e-02,   5.872757764217412246e-02,   5.903184671433261976e-02,   5.933023085257690260e-02,   5.962168376208501486e-02,   5.990643748302577898e-02,   6.018627819885363078e-02,   6.046466202733588591e-02,   6.074663325206122733e-02,   6.103751663083077650e-02,   6.134421358887388182e-02,   6.167387805433949960e-02,   6.203650754982150545e-02,   6.243869241876003756e-02,   6.288612754583564057e-02,   6.338386550198626956e-02,   6.393665855647166774e-02,   6.454911697594421793e-02,   6.522593956373975987e-02,   6.597222299773321252e-02,   6.679383982361426775e-02,   6.769790533716872616e-02,   6.869338919760316353e-02,   6.979196052357143631e-02,   7.100922206786085267e-02,   7.236661055003804077e-02,   7.389446485087745875e-02,   7.563723496629573551e-02,   7.766288293006262666e-02,   8.008116013621409401e-02,   8.308608579247676873e-02
1.125044796386844431e-01,   1.123726403019747605e-01,   1.123967114879496632e-01,   1.124058310211967504e-01,   1.124497408437672152e-01,   1.124819436520307497e-01,   1.125226949219257228e-01,   1.126475903322315536e-01,   1.126049503326283646e-01,   1.126383831997656432e-01,   1.126681037503618754e-01,   1.126572158678705859e-01,   1.126990038201295397e-01,   1.127444819178349961e-01,   1.127938430992940499e-01,   1.128472469052878846e-01,   1.129048419867217656e-01,   1.129667757595282790e-01,   1.130331992527524865e-01,   1.131042698632651750e-01,   1.133387333897272337e-01,   1.134653406082665600e-01,   1.135993973194844714e-01,   1.137409306670756209e-01,   1.138899660805481467e-01,   1.140465364225669853e-01,   1.142106840715198524e-01,   1.143824608822741062e-01,   1.145619275641713009e-01,   1.147491530744196991e-01,   1.149442143386904674e-01,   1.151471965240364187e-01,   1.153581940489515345e-01,   1.155773124777349087e-01,   1.158046713651717380e-01,   1.160404079619937329e-01,   1.162846741107796261e-01,   1.165376711980780494e-01,   1.167996052203618129e-01,   1.170706548544742792e-01,   1.173509664102140859e-01,   1.176406121228533025e-01,   1.179395260525514799e-01,   1.182474126154185734e-01,   1.185636275530795036e-01,   1.189031977845705079e-01,   1.192461923280776215e-01,   1.196008903339577656e-01,   1.199677597937349183e-01,   1.203473077212647291e-01,   1.207400820752230347e-01,   1.211466747353098644e-01,   1.215677253095892446e-01,   1.220049789067058910e-01,   1.224574653410533120e-01,   1.229266473495160689e-01,   1.234132791521101724e-01,   1.239181003354677124e-01,   1.244418053695032222e-01,   1.249850027037486266e-01,   1.255481612797066937e-01,   1.261315423652299150e-01,   1.267351150996949838e-01,   1.273584553234987926e-01,   1.280006295720931830e-01,   1.286600699837845974e-01,   1.293344465699323154e-01,   1.300205918634511626e-01,   1.307078514195133545e-01,   1.314282431104934756e-01,   1.321039532163073849e-01,   1.327881561237217178e-01,   1.334590899415241116e-01,   1.341144449327595356e-01,   1.347547865719382065e-01,   1.353841718823473594e-01,   1.360104057353486162e-01,   1.366448538355605757e-01,   1.372995162412459780e-01,   1.379898132240302555e-01,   1.387318136879379937e-01,   1.395481227279247727e-01,   1.404534990660789018e-01,   1.414607501215227603e-01,   1.425812363608619238e-01,   1.438256471298249295e-01,   1.452043558323306838e-01,   1.467279362217542571e-01,   1.484078574847044751e-01,   1.502573362083582664e-01,   1.522923885201319660e-01,   1.545332070940760305e-01,   1.570060636220215189e-01,   1.597460880898098901e-01,   1.628015495093736720e-01,   1.662407691635386098e-01,   1.701638608378178152e-01,   1.747239274147491250e-01,   1.801682928180128318e-01,   1.869344175169112832e-01
2.000079638021057260e-01,   1.997150273935104081e-01,   1.997460028311306424e-01,   1.997929023617947275e-01,   1.998778430898947300e-01,   1.999293979959843870e-01,   1.999984449608358250e-01,   1.998284356005446405e-01,   2.000108708282819781e-01,   1.998617168551149459e-01,   1.999086049652741004e-01,   1.999727626940075165e-01,   2.000542960877574605e-01,   2.003660409415326804e-01,   2.004532783687760777e-01,   2.005476914701898594e-01,   2.006495372834080360e-01,   2.007590699648299781e-01,   2.008765501589021563e-01,   2.010022500332822037e-01,   2.011364563261544558e-01,   2.012794724037770544e-01,   2.017355364969871112e-01,   2.019846807587297732e-01,   2.022474868906768419e-01,   2.025240697083281194e-01,   2.028144977724949116e-01,   2.031188341505544281e-01,   2.034371497450226940e-01,   2.037695278496022278e-01,   2.041160659778590014e-01,   2.044768773086300395e-01,   2.048520928452021439e-01,   2.052418648694998016e-01,   2.056463719519759092e-01,   2.060658254134635214e-01,   2.065004613227936769e-01,   2.069506095734501561e-01,   2.074166149931028769e-01,   2.078987723639309504e-01,   2.083973230306331581e-01,   2.089123824943810992e-01,   2.094438291729530666e-01,   2.099911458022232225e-01,   2.105532131862570266e-01,   2.111549369334751458e-01,   2.117636236008804129e-01,   2.123927704172167696e-01,   2.130431671294888141e-01,   2.137156715160455356e-01,   2.144112130040969344e-01,   2.151307981672888336e-01,   2.158755177553961235e-01,   2.166483922864610723e-01,   2.174477181348629384e-01,   2.182760284055533517e-01,   2.191346317699685020e-01,   2.200248210158160245e-01,   2.209478233331148012e-01,   2.219047333007575784e-01,   2.228964248765354095e-01,   2.239234387249018909e-01,   2.249858418455902009e-01,   2.260830582335084105e-01,   2.272136727428173408e-01,   2.283752163476897301e-01,   2.295639430695358141e-01,   2.307746683024354539e-01,   2.319934345164592349e-01,   2.332774858199776202e-01,   2.344630160286567955e-01,   2.356791691150040557e-01,   2.368736334868949689e-01,   2.380412925137767033e-01,   2.391816921978664745e-01,   2.403002369907385194e-01,   2.414088276789825294e-01,   2.425257522056874782e-01,   2.436728833466169086e-01,   2.448732494841801000e-01,   2.461554852583170971e-01,   2.475591665660377139e-01,   2.491116772544535174e-01,   2.508374431017184047e-01,   2.527568881663866951e-01,   2.548891081980695361e-01,   2.572524278770575989e-01,   2.598651973119648351e-01,   2.627469039078291768e-01,   2.659195693554302076e-01,   2.694094526000567758e-01,   2.732492307117176389e-01,   2.774809529557191179e-01,   2.821602685166844093e-01,   2.873628167670372879e-01,   2.931943630427322756e-01,   2.998076619630308803e-01,   3.074321355538576217e-01,   3.164298841615322266e-01,   3.274171589267607096e-01
3.125124434407900442e-01,   3.119753633516920144e-01,   3.120185538600384056e-01,   3.120834998783402203e-01,   3.122614533496598233e-01,   3.123274889298351398e-01,   3.124278736013837432e-01,   3.121324233433946382e-01,   3.121423567172227354e-01,   3.121555913054486764e-01,   3.122050500021016362e-01,   3.122802128436273361e-01,   3.123824812124795791e-01,   3.125120163952467278e-01,   3.126685129877486147e-01,   3.128514664100448539e-01,   3.133818885244161190e-01,   3.135490985502625283e-01,   3.137284735876288977e-01,   3.139204072010720048e-01,   3.141253164752373928e-01,   3.143436446827680975e-01,   3.145758632200471583e-01,   3.151861958457697899e-01,   3.155872066263018527e-01,   3.160088208565018375e-01,   3.164518855173841794e-01,   3.169167324297478272e-01,   3.174035271626016175e-01,   3.179123849799334045e-01,   3.184434138963233019e-01,   3.189967331544695250e-01,   3.195724834097906086e-01,   3.201708348377210189e-01,   3.207919957332783789e-01,   3.214362224831944226e-01,   3.221038189361696280e-01,   3.227951681120067584e-01,   3.235108033725416221e-01,   3.242511445963150440e-01,   3.250165591432151446e-01,   3.258072692786445068e-01,   3.266232074925923268e-01,   3.274638061266875733e-01,   3.283277159258974898e-01,   3.292124707893535063e-01,   3.301745700701456121e-01,   3.311366419372505643e-01,   3.321304194435560353e-01,   3.331571062591249799e-01,   3.342180105134936463e-01,   3.353145521586011202e-01,   3.364482732539204601e-01,   3.376208482999419336e-01,   3.388375239162889629e-01,   3.400945258192469844e-01,   3.413962004120992266e-01,   3.427444942965814922e-01,   3.441413076155221962e-01,   3.455884125492177383e-01,   3.470873448256771576e-01,   3.486392628887534095e-01,   3.502447696528299681e-01,   3.519036931148804004e-01,   3.536148252625994637e-01,   3.553756246195316493e-01,   3.571818975603116009e-01,   3.590274555190431371e-01,   3.609040200201841242e-01,   3.627804844082190283e-01,   3.647441044549751821e-01,   3.666001069760129738e-01,   3.684722965224234703e-01,   3.703095311922072752e-01,   3.721052270767434278e-01,   3.738600789420399861e-01,   3.755837134148721779e-01,   3.772954736672209375e-01,   3.790240983773431882e-01,   3.808023745170934227e-01,   3.826664915742387651e-01,   3.846592620023687181e-01,   3.868413530185416671e-01,   3.892533257727657237e-01,   3.919314510108615757e-01,   3.949064261903399431e-01,   3.982070091486978325e-01,   4.018608391789147971e-01,   4.058956123953378348e-01,   4.103407187408787404e-01,   4.152293008756362536e-01,   4.206007589933272728e-01,   4.265039414190363587e-01,   4.330014404988866139e-01,   4.401756994302888359e-01,   4.481381733505782061e-01,   4.570437375948214198e-01,   4.671144220212710141e-01,   4.786806713755381582e-01,   4.922576383216772933e-01
4.500179185547377725e-01,   4.489549317788522620e-01,   4.491748148573345145e-01,   4.492734627661311153e-01,   4.494809123337675794e-01,   4.496639011023362831e-01,   4.495606116986189948e-01,   4.496131068836293765e-01,   4.493942388357703988e-01,   4.493408621757261634e-01,   4.493825251211584493e-01,   4.494572783224533574e-01,   4.495695412190458540e-01,   4.497206749464610631e-01,   4.499109841949366362e-01,   4.501402282009072664e-01,   4.504078791296361461e-01,   4.507133149883929546e-01,   4.515553495596254518e-01,   4.518243431401836596e-01,   4.521115604209617334e-01,   4.524175862591306441e-01,   4.527430468806795116e-01,   4.530886112784376918e-01,   4.534549925425336303e-01,   4.544038491573887395e-01,   4.550271310330024077e-01,   4.556794037836095490e-01,   4.563624070759529361e-01,   4.570768549987750395e-01,   4.578230871196132812e-01,   4.586013089715061941e-01,   4.594116891694187688e-01,   4.602544052168121569e-01,   4.611296706090934894e-01,   4.620377555232943467e-01,   4.629790054331920923e-01,   4.639537905110743821e-01,   4.649628166157582232e-01,   4.660066461714104658e-01,   4.670857762956987513e-01,   4.682005628963987753e-01,   4.693510530679799175e-01,   4.705367361460675024e-01,   4.717562011787742038e-01,   4.730067098063231446e-01,   4.742837402823277260e-01,   4.756976998359612185e-01,   4.770928467421111652e-01,   4.785329997188228490e-01,   4.800198276147989995e-01,   4.815551471589978871e-01,   4.831409357163672369e-01,   4.847793467958618763e-01,   4.864727214885991580e-01,   4.882292287184228918e-01,   4.900419752732938505e-01,   4.919176952818848370e-01,   4.938590367161848071e-01,   4.958685596533645157e-01,   4.979486179197927798e-01,   5.001012031257497936e-01,   5.023277440928360926e-01,   5.046288553055671144e-01,   5.070040302337631699e-01,   5.094512801273143321e-01,   5.119667274415167224e-01,   5.145441768402412297e-01,   5.171746463027426799e-01,   5.198463520734256660e-01,   5.224995682878029735e-01,   5.253011541402625717e-01,   5.279401178006275508e-01,   5.305970199592087155e-01,   5.332040555091588363e-01,   5.357526930954461530e-01,   5.382444561952566264e-01,   5.406931082662027599e-01,   5.431256672215069026e-01,   5.455819472328550246e-01,   5.481076247408226410e-01,   5.507513801097145834e-01,   5.535722596578764865e-01,   5.566552568878557761e-01,   5.600565014626568416e-01,   5.638273945946145060e-01,   5.680107224913262254e-01,   5.726465230401129869e-01,   5.777731716778953253e-01,   5.834288899946482587e-01,   5.896538630876327902e-01,   5.964929386899526786e-01,   6.039989002411170205e-01,   6.122365798589184394e-01,   6.212883185567195099e-01,   6.312616114297023850e-01,   6.423004001755101555e-01,   6.546025594030885353e-01,   6.684482027697713491e-01,   6.842403627920613518e-01
6.125243891439485777e-01,   6.100378332815252769e-01,   6.109235634431114947e-01,   6.101312613647936756e-01,   6.116621710002737577e-01,   6.119261298150832085e-01,   6.117792749852651868e-01,   6.118222591342423744e-01,   6.135082142814008987e-01,   6.114000969097317384e-01,   6.114246712351310009e-01,   6.114854492126035046e-01,   6.115935748816554440e-01,   6.117526228094600782e-01,   6.119641494163295947e-01,   6.122286677808772559e-01,   6.125460578886263718e-01,   6.129158218187555907e-01,   6.133372851277041349e-01,   6.138098419813743378e-01,   6.143335644596671363e-01,   6.154537612421259185e-01,   6.158836108165777201e-01,   6.163399764015526916e-01,   6.168237492183717974e-01,   6.173358815119687204e-01,   6.178773877014676064e-01,   6.192727160762335759e-01,   6.201810593985382924e-01,   6.211277848820312419e-01,   6.221158530781226714e-01,   6.231465378008389511e-01,   6.242204461529117232e-01,   6.253379319423703064e-01,   6.264992733423198068e-01,   6.277047607225016979e-01,   6.289547486719490044e-01,   6.302496123872226574e-01,   6.315900647031043036e-01,   6.329768825002279886e-01,   6.344106765994663721e-01,   6.358919417666561991e-01,   6.374208789132576047e-01,   6.389971246077008615e-01,   6.406193686701073808e-01,   6.422848578599433811e-01,   6.439888257292796236e-01,   6.457239681525808184e-01,   6.476839550183842720e-01,   6.495893053935188899e-01,   6.515547456460624165e-01,   6.535824392636495617e-01,   6.556747475814553860e-01,   6.578342489079854749e-01,   6.600637582941301096e-01,   6.623726166552396100e-01,   6.647537398090024308e-01,   6.672148565842259682e-01,   6.697593721811251344e-01,   6.723906740122549408e-01,   6.751120141874314973e-01,   6.779263520383386199e-01,   6.808361482652839358e-01,   6.838431021831239409e-01,   6.869478245338583866e-01,   6.901494414305366920e-01,   6.934451312777074605e-01,   6.968296075542269596e-01,   7.002945744663416905e-01,   7.038281402806326748e-01,   7.074148659097529990e-01,   7.109632417190898668e-01,   7.147492617204068699e-01,   7.182739671081622701e-01,   7.218393755538753398e-01,   7.253393856113589111e-01,   7.287625309581484689e-01,   7.321100776354951822e-01,   7.353988521427315961e-01,   7.386626450779074649e-01,   7.419517920421336843e-01,   7.453270633166754200e-01,   7.488461521946564448e-01,   7.525862171524186905e-01,   7.566589681089312958e-01,   7.611381240780944468e-01,   7.660947050641554457e-01,   7.715855371001850704e-01,   7.776634798722008579e-01,   7.843789254216543272e-01,   7.917815474032958711e-01,   7.999227759621453382e-01,   8.088590352006841400e-01,   8.186556793020780542e-01,   8.293918483266913277e-01,   8.411667826869351217e-01,   8.541084751244290008e-01,   8.683861715637921641e-01,   8.842293239394529714e-01,   9.019423940928955608e-01
8.000318552084229040e-01,   7.973564350111034260e-01,   7.978336136473442863e-01,   7.965591898294460682e-01,   7.964033255235353215e-01,   7.991026076885230367e-01,   7.989175676027915340e-01,   7.989293214657120501e-01,   7.985162609958812441e-01,   7.983101960282966703e-01,   7.983159040581054855e-01,   7.983486602835622170e-01,   7.984365328824843955e-01,   7.985867985126291480e-01,   7.988030425592766992e-01,   7.990871226913108805e-01,   7.994398144839013343e-01,   7.998611710222752746e-01,   8.003507759343420069e-01,   8.009079509579585254e-01,   8.015319836180089252e-01,   8.022225574469411535e-01,   8.029811047104633559e-01,   8.045254002950500416e-01,   8.051370237906617655e-01,   8.057843999539251456e-01,   8.064687422223025814e-01,   8.071913449131119522e-01,   8.079535845560508189e-01,   8.099205410412868567e-01,   8.111814133592937237e-01,   8.124909923379941556e-01,   8.138537775628160720e-01,   8.152717791848614892e-01,   8.167459803426766474e-01,   8.182769688592910207e-01,   8.198652187274386716e-01,   8.215112098200325619e-01,   8.232154183460754782e-01,   8.249789825998147252e-01,   8.268026003971120641e-01,   8.286868895035469640e-01,   8.306322134868673324e-01,   8.326384073985693135e-01,   8.347043787151052774e-01,   8.368275708887534803e-01,   8.390033110403561922e-01,   8.412241333208646532e-01,   8.436668001337760403e-01,   8.460824595026528172e-01,   8.485723865003566013e-01,   8.511390159700954472e-01,   8.537850157700347387e-01,   8.565133073962936106e-01,   8.593270914558555074e-01,   8.622298696943007101e-01,   8.652344376951848215e-01,   8.683297837365114846e-01,   8.715264498895516354e-01,   8.748286166877999870e-01,   8.782404287357353789e-01,   8.817658470490882250e-01,   8.854084526403140920e-01,   8.891711914445460385e-01,   8.930560506708785651e-01,   8.970636580098032553e-01,   9.011927989686558949e-01,   8.995239834367708687e-01,   9.097981796341193528e-01,   9.142574025433868323e-01,   9.188028939623670288e-01,   9.234155611910569439e-01,   9.279816898903302524e-01,   9.328374734828732695e-01,   9.373858861226882500e-01,   9.419786503266351918e-01,   9.464909117533191196e-01,   9.509069360435559171e-01,   9.552260832428889348e-01,   9.779149728686618026e-01,   9.636666025952118630e-01,   9.678859611845362920e-01,   9.722019714762208942e-01,   9.766770981291851284e-01,   9.814068079029744096e-01,   9.865313058717565253e-01,   9.921427334953367705e-01,   9.983370629243191186e-01,   1.005187988099232710e+00,   1.012762721090530560e+00,   1.021124929112520174e+00,   1.030336624095404829e+00,   1.040460827521556775e+00,   1.051565173452490232e+00,   1.063726363785148399e+00,   1.077035573799914658e+00,   1.091605303381396164e+00,   1.107578522293291012e+00,   1.125141528824609383e+00,   1.144520365611798596e+00
1.012540316748159919e+00,   1.008936378314027271e+00,   1.008731780864890570e+00,   1.007579404246218502e+00,   1.006702899204349633e+00,   1.011182457763035503e+00,   1.011379071682842135e+00,   1.010930292709283362e+00,   1.010245775784232025e+00,   1.010213780743219436e+00,   1.010039462835536916e+00,   1.010031696573510107e+00,   1.010082567348469684e+00,   1.010205647172014443e+00,   1.010407494506160297e+00,   1.010691972941291095e+00,   1.011061307645251706e+00,   1.011516584270374608e+00,   1.012058077718116955e+00,   1.012685502449747421e+00,   1.013398223638856122e+00,   1.014195474488964743e+00,   1.015076691024854094e+00,   1.016042335067809166e+00,   1.017096612582140125e+00,   1.019134689444801012e+00,   1.019971501636666611e+00,   1.020854898549605094e+00,   1.021786473440397636e+00,   1.022767921920809453e+00,   1.023801043790788068e+00,   1.026482398380087480e+00,   1.028166815302075543e+00,   1.029911296198597670e+00,   1.031722186558303500e+00,   1.033602391348732441e+00,   1.035553385278879190e+00,   1.037576100517852984e+00,   1.039671090062606051e+00,   1.041839605728684282e+00,   1.044082636450357038e+00,   1.046400907165792926e+00,   1.048794931607635483e+00,   1.051264753876805402e+00,   1.053809555752412974e+00,   1.056427109796872488e+00,   1.059113083066701266e+00,   1.061860253111215791e+00,   1.064657800735640647e+00,   1.067783949847387115e+00,   1.070838502537200476e+00,   1.073984799831297687e+00,   1.077225720600014203e+00,   1.080564430139329790e+00,   1.084004407971311146e+00,   1.087549478719781471e+00,   1.091203833856158267e+00,   1.094984222163205345e+00,   1.098874770663232470e+00,   1.102889258800582306e+00,   1.107032641650772975e+00,   1.111309822166026029e+00,   1.115725474634539527e+00,   1.120283811309416233e+00,   1.124988280975936394e+00,   1.129841188295304111e+00,   1.134843224430038378e+00,   1.139992903815017167e+00,   1.145285910521433248e+00,   1.150714372224761251e+00,   1.156266017151043268e+00,   1.161923685784965521e+00,   1.167664893576484397e+00,   1.173368544894084931e+00,   1.179358008163320815e+00,   1.185070862788387469e+00,   1.190804528561365538e+00,   1.196444062231232008e+00,   1.201968016973900211e+00,   1.207371924970800148e+00,   1.212672744665157509e+00,   1.217911638600845503e+00,   1.223154396455834902e+00,   1.228489315163600715e+00,   1.233999173148869755e+00,   1.239798999468582519e+00,   1.245997503355167346e+00,   1.252772488440447418e+00,   1.260226056822060903e+00,   1.268454166406470129e+00,   1.277539935734948173e+00,   1.287561623539760225e+00,   1.298594575610186430e+00,   1.310713923209514409e+00,   1.323998328175992834e+00,   1.338534775529536702e+00,   1.354424363894306760e+00,   1.371789446977009330e+00,   1.390782891337059901e+00,   1.411571573695800552e+00
